Id,DateAware,DateSubmitted,DataBreachCause,DateStart,DateEnd,Name,CyberattackType,WashingtoniansAffected,IndustryType,BusinessType,InformationType,Year,WashingtoniansAffectedRange,BreachLifecycleRange
11029,07/02/2021 12:00:00 AM,08/09/2021 12:00:00 AM,Cyberattack,,,"Spreadshirt, Inc.",Ransomware,911,Business,Clothing,Name,2022,500-999,Unknown
11029,07/02/2021 12:00:00 AM,08/09/2021 12:00:00 AM,Cyberattack,,,"Spreadshirt, Inc.",Ransomware,911,Business,Clothing,Financial & Banking Information,2022,500-999,Unknown
11029,07/02/2021 12:00:00 AM,08/09/2021 12:00:00 AM,Cyberattack,,,"Spreadshirt, Inc.",Ransomware,911,Business,Clothing,Name,2022,500-999,Unknown
11029,07/02/2021 12:00:00 AM,08/09/2021 12:00:00 AM,Cyberattack,,,"Spreadshirt, Inc.",Ransomware,911,Business,Clothing,Financial & Banking Information,2022,500-999,Unknown
11033,09/14/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Theft or Mistake,2021-09-09T00:00:00,2021-09-09T00:00:00,Zenith American Solutions,,1687,Health,,Name,2022,"1,000-9,999",1-99
11033,09/14/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Theft or Mistake,2021-09-09T00:00:00,2021-09-09T00:00:00,Zenith American Solutions,,1687,Health,,Social Security Number,2022,"1,000-9,999",1-99
11035,03/15/2021 12:00:00 AM,08/30/2021 12:00:00 AM,Unauthorized Access,2021-03-13T00:00:00,,"Hyphen, LLC",,1331,Finance,,Name,2022,"1,000-9,999",Unknown
11035,03/15/2021 12:00:00 AM,08/30/2021 12:00:00 AM,Unauthorized Access,2021-03-13T00:00:00,,"Hyphen, LLC",,1331,Finance,,Social Security Number,2022,"1,000-9,999",Unknown
11035,03/15/2021 12:00:00 AM,08/30/2021 12:00:00 AM,Unauthorized Access,2021-03-13T00:00:00,,"Hyphen, LLC",,1331,Finance,,Financial & Banking Information,2022,"1,000-9,999",Unknown
11035,03/15/2021 12:00:00 AM,08/30/2021 12:00:00 AM,Unauthorized Access,2021-03-13T00:00:00,,"Hyphen, LLC",,1331,Finance,,Full Date of Birth,2022,"1,000-9,999",Unknown
11040,11/20/2020 12:00:00 AM,09/21/2021 12:00:00 AM,Cyberattack,2020-03-11T00:00:00,2020-12-15T00:00:00,"Dick Blick Holdings, Inc.",Malware,690,Business,Retail,Name,2022,500-999,200-299
11040,11/20/2020 12:00:00 AM,09/21/2021 12:00:00 AM,Cyberattack,2020-03-11T00:00:00,2020-12-15T00:00:00,"Dick Blick Holdings, Inc.",Malware,690,Business,Retail,Financial & Banking Information,2022,500-999,200-299
11041,03/30/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Unauthorized Access,,2021-08-27T00:00:00,"Hattrup & Associates, P.S.",,2839,Finance,,Name,2022,"1,000-9,999",Unknown
11041,03/30/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Unauthorized Access,,2021-08-27T00:00:00,"Hattrup & Associates, P.S.",,2839,Finance,,Social Security Number,2022,"1,000-9,999",Unknown
11041,03/30/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Unauthorized Access,,2021-08-27T00:00:00,"Hattrup & Associates, P.S.",,2839,Finance,,Driver's License or Washington ID Card Number,2022,"1,000-9,999",Unknown
11041,03/30/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Unauthorized Access,,2021-08-27T00:00:00,"Hattrup & Associates, P.S.",,2839,Finance,,Financial & Banking Information,2022,"1,000-9,999",Unknown
11041,03/30/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Unauthorized Access,,2021-08-27T00:00:00,"Hattrup & Associates, P.S.",,2839,Finance,,Full Date of Birth,2022,"1,000-9,999",Unknown
11043,09/09/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,2020-05-02T00:00:00,2020-05-17T00:00:00,"The Neiman Marcus Group, LLC (“NMG” or the “Company”)",,67410,Business,Retail,Name,2022,"50,000-999,999",400-499
11043,09/09/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,2020-05-02T00:00:00,2020-05-17T00:00:00,"The Neiman Marcus Group, LLC (“NMG” or the “Company”)",,67410,Business,Retail,Financial & Banking Information,2022,"50,000-999,999",400-499
11043,09/09/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,2020-05-02T00:00:00,2020-05-17T00:00:00,"The Neiman Marcus Group, LLC (“NMG” or the “Company”)",,67410,Business,Retail,Username and Password/Security Question Answers,2022,"50,000-999,999",400-499
11100,04/24/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-04-23T00:00:00,2021-04-24T00:00:00,Smile Brands Inc.,Ransomware,108927,Health,,Name,2022,"50,000-999,999",1-99
11100,04/24/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-04-23T00:00:00,2021-04-24T00:00:00,Smile Brands Inc.,Ransomware,108927,Health,,Social Security Number,2022,"50,000-999,999",1-99
11100,04/24/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-04-23T00:00:00,2021-04-24T00:00:00,Smile Brands Inc.,Ransomware,108927,Health,,Financial & Banking Information,2022,"50,000-999,999",1-99
11100,04/24/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-04-23T00:00:00,2021-04-24T00:00:00,Smile Brands Inc.,Ransomware,108927,Health,,Full Date of Birth,2022,"50,000-999,999",1-99
11100,04/24/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-04-23T00:00:00,2021-04-24T00:00:00,Smile Brands Inc.,Ransomware,108927,Health,,Health Insurance Policy or ID Number,2022,"50,000-999,999",1-99
11100,04/24/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-04-23T00:00:00,2021-04-24T00:00:00,Smile Brands Inc.,Ransomware,108927,Health,,Medical Information,2022,"50,000-999,999",1-99
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781,Health,,Financial & Banking Information,2022,"1,000-9,999",1-99
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781,Health,,Full Date of Birth,2022,"1,000-9,999",1-99
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781,Health,,Passport Number,2022,"1,000-9,999",1-99
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781,Health,,Health Insurance Policy or ID Number,2022,"1,000-9,999",1-99
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781,Health,,Medical Information,2022,"1,000-9,999",1-99
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781,Health,,Email Address and Password/Security Question Answers,2022,"1,000-9,999",1-99
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781,Health,,Name,2022,"1,000-9,999",1-99
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781,Health,,Social Security Number,2022,"1,000-9,999",1-99
11101,08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,2021-08-08T00:00:00,2021-08-10T00:00:00,"ReproSource Fertility Diagnostics, Inc.",Ransomware,7781,Health,,Driver's License or Washington ID Card Number,2022,"1,000-9,999",1-99
11106,07/03/2021 12:00:00 AM,10/04/2021 12:00:00 AM,Unauthorized Access,2021-07-01T00:00:00,2021-10-05T00:00:00,Royell Manufacturing,,1145,Business,Other,Name,2022,"1,000-9,999",1-99
11106,07/03/2021 12:00:00 AM,10/04/2021 12:00:00 AM,Unauthorized Access,2021-07-01T00:00:00,2021-10-05T00:00:00,Royell Manufacturing,,1145,Business,Other,Social Security Number,2022,"1,000-9,999",1-99
11106,07/03/2021 12:00:00 AM,10/04/2021 12:00:00 AM,Unauthorized Access,2021-07-01T00:00:00,2021-10-05T00:00:00,Royell Manufacturing,,1145,Business,Other,Financial & Banking Information,2022,"1,000-9,999",1-99
11113,06/14/2021 12:00:00 AM,10/11/2021 12:00:00 AM,Cyberattack,2021-06-14T00:00:00,2021-06-15T00:00:00,University Medical Center of Southern Nevada (UMC),Unclear/unknown,3572,Health,,Name,2022,"1,000-9,999",1-99
11113,06/14/2021 12:00:00 AM,10/11/2021 12:00:00 AM,Cyberattack,2021-06-14T00:00:00,2021-06-15T00:00:00,University Medical Center of Southern Nevada (UMC),Unclear/unknown,3572,Health,,Social Security Number,2022,"1,000-9,999",1-99
11113,06/14/2021 12:00:00 AM,10/11/2021 12:00:00 AM,Cyberattack,2021-06-14T00:00:00,2021-06-15T00:00:00,University Medical Center of Southern Nevada (UMC),Unclear/unknown,3572,Health,,Full Date of Birth,2022,"1,000-9,999",1-99
11113,06/14/2021 12:00:00 AM,10/11/2021 12:00:00 AM,Cyberattack,2021-06-14T00:00:00,2021-06-15T00:00:00,University Medical Center of Southern Nevada (UMC),Unclear/unknown,3572,Health,,Health Insurance Policy or ID Number,2022,"1,000-9,999",1-99
11113,06/14/2021 12:00:00 AM,10/11/2021 12:00:00 AM,Cyberattack,2021-06-14T00:00:00,2021-06-15T00:00:00,University Medical Center of Southern Nevada (UMC),Unclear/unknown,3572,Health,,Medical Information,2022,"1,000-9,999",1-99
11124,06/25/2020 12:00:00 AM,10/13/2021 12:00:00 AM,Cyberattack,2020-06-25T00:00:00,2020-06-25T00:00:00,American Osteopathic Association,Ransomware,4253,Non-Profit/Charity,,Social Security Number,2022,"1,000-9,999",0
11124,06/25/2020 12:00:00 AM,10/13/2021 12:00:00 AM,Cyberattack,2020-06-25T00:00:00,2020-06-25T00:00:00,American Osteopathic Association,Ransomware,4253,Non-Profit/Charity,,Financial & Banking Information,2022,"1,000-9,999",0
11124,06/25/2020 12:00:00 AM,10/13/2021 12:00:00 AM,Cyberattack,2020-06-25T00:00:00,2020-06-25T00:00:00,American Osteopathic Association,Ransomware,4253,Non-Profit/Charity,,Full Date of Birth,2022,"1,000-9,999",0
11124,06/25/2020 12:00:00 AM,10/13/2021 12:00:00 AM,Cyberattack,2020-06-25T00:00:00,2020-06-25T00:00:00,American Osteopathic Association,Ransomware,4253,Non-Profit/Charity,,Username and Password/Security Question Answers,2022,"1,000-9,999",0
11124,06/25/2020 12:00:00 AM,10/13/2021 12:00:00 AM,Cyberattack,2020-06-25T00:00:00,2020-06-25T00:00:00,American Osteopathic Association,Ransomware,4253,Non-Profit/Charity,,Email Address and Password/Security Question Answers,2022,"1,000-9,999",0
11125,09/11/2021 12:00:00 AM,10/14/2021 12:00:00 AM,Unauthorized Access,2021-09-11T00:00:00,2021-09-11T00:00:00,The Public School and Education Employees Retirement Systems,,532,Government,,Name,2022,500-999,0
11125,09/11/2021 12:00:00 AM,10/14/2021 12:00:00 AM,Unauthorized Access,2021-09-11T00:00:00,2021-09-11T00:00:00,The Public School and Education Employees Retirement Systems,,532,Government,,Social Security Number,2022,500-999,0
11125,09/11/2021 12:00:00 AM,10/14/2021 12:00:00 AM,Unauthorized Access,2021-09-11T00:00:00,2021-09-11T00:00:00,The Public School and Education Employees Retirement Systems,,532,Government,,Financial & Banking Information,2022,500-999,0
11125,09/11/2021 12:00:00 AM,10/14/2021 12:00:00 AM,Unauthorized Access,2021-09-11T00:00:00,2021-09-11T00:00:00,The Public School and Education Employees Retirement Systems,,532,Government,,Full Date of Birth,2022,500-999,0
11125,09/11/2021 12:00:00 AM,10/14/2021 12:00:00 AM,Unauthorized Access,2021-09-11T00:00:00,2021-09-11T00:00:00,The Public School and Education Employees Retirement Systems,,532,Government,,Other,2022,500-999,0
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685,Business,Other,Name,2022,500-999,100-199
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685,Business,Other,Social Security Number,2022,500-999,100-199
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685,Business,Other,Driver's License or Washington ID Card Number,2022,500-999,100-199
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685,Business,Other,Financial & Banking Information,2022,500-999,100-199
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685,Business,Other,Full Date of Birth,2022,500-999,100-199
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685,Business,Other,Military ID Number,2022,500-999,100-199
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685,Business,Other,Passport Number,2022,500-999,100-199
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685,Business,Other,Health Insurance Policy or ID Number,2022,500-999,100-199
11126,11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,2020-07-21T00:00:00,2020-12-19T00:00:00,"Elevated Title, LLC ",Phishing,685,Business,Other,Medical Information,2022,500-999,100-199
11129,09/08/2021 12:00:00 AM,10/18/2021 12:00:00 AM,Cyberattack,2021-07-01T00:00:00,2021-07-07T00:00:00,World Travel Holdings,Ransomware,1692,Business,Hospitality,Full Date of Birth,2022,"1,000-9,999",1-99
11129,09/08/2021 12:00:00 AM,10/18/2021 12:00:00 AM,Cyberattack,2021-07-01T00:00:00,2021-07-07T00:00:00,World Travel Holdings,Ransomware,1692,Business,Hospitality,Passport Number,2022,"1,000-9,999",1-99
11129,09/08/2021 12:00:00 AM,10/18/2021 12:00:00 AM,Cyberattack,2021-07-01T00:00:00,2021-07-07T00:00:00,World Travel Holdings,Ransomware,1692,Business,Hospitality,Username and Password/Security Question Answers,2022,"1,000-9,999",1-99
11129,09/08/2021 12:00:00 AM,10/18/2021 12:00:00 AM,Cyberattack,2021-07-01T00:00:00,2021-07-07T00:00:00,World Travel Holdings,Ransomware,1692,Business,Hospitality,Name,2022,"1,000-9,999",1-99
11129,09/08/2021 12:00:00 AM,10/18/2021 12:00:00 AM,Cyberattack,2021-07-01T00:00:00,2021-07-07T00:00:00,World Travel Holdings,Ransomware,1692,Business,Hospitality,Social Security Number,2022,"1,000-9,999",1-99
11129,09/08/2021 12:00:00 AM,10/18/2021 12:00:00 AM,Cyberattack,2021-07-01T00:00:00,2021-07-07T00:00:00,World Travel Holdings,Ransomware,1692,Business,Hospitality,Driver's License or Washington ID Card Number,2022,"1,000-9,999",1-99
11129,09/08/2021 12:00:00 AM,10/18/2021 12:00:00 AM,Cyberattack,2021-07-01T00:00:00,2021-07-07T00:00:00,World Travel Holdings,Ransomware,1692,Business,Hospitality,Financial & Banking Information,2022,"1,000-9,999",1-99
11130,07/15/2021 12:00:00 AM,10/20/2021 12:00:00 AM,Cyberattack,2021-07-15T00:00:00,,Buddhist Tzu Chi Foundation,Ransomware,582,Non-Profit/Charity,,Name,2022,500-999,Unknown
11130,07/15/2021 12:00:00 AM,10/20/2021 12:00:00 AM,Cyberattack,2021-07-15T00:00:00,,Buddhist Tzu Chi Foundation,Ransomware,582,Non-Profit/Charity,,Social Security Number,2022,500-999,Unknown
11130,07/15/2021 12:00:00 AM,10/20/2021 12:00:00 AM,Cyberattack,2021-07-15T00:00:00,,Buddhist Tzu Chi Foundation,Ransomware,582,Non-Profit/Charity,,Email Address and Password/Security Question Answers,2022,500-999,Unknown
11131,08/05/2021 12:00:00 AM,10/21/2021 12:00:00 AM,Cyberattack,2021-08-02T00:00:00,2021-08-05T00:00:00,"Wallick & Volk, Inc.",Malware,1625,Finance,,Name,2022,"1,000-9,999",1-99
11131,08/05/2021 12:00:00 AM,10/21/2021 12:00:00 AM,Cyberattack,2021-08-02T00:00:00,2021-08-05T00:00:00,"Wallick & Volk, Inc.",Malware,1625,Finance,,Social Security Number,2022,"1,000-9,999",1-99
11131,08/05/2021 12:00:00 AM,10/21/2021 12:00:00 AM,Cyberattack,2021-08-02T00:00:00,2021-08-05T00:00:00,"Wallick & Volk, Inc.",Malware,1625,Finance,,Financial & Banking Information,2022,"1,000-9,999",1-99
11192,05/21/2021 12:00:00 AM,10/29/2021 12:00:00 AM,Cyberattack,2021-05-21T00:00:00,2021-05-21T00:00:00,"Goldwater Bank, N.A.",Ransomware,762,Finance,,Name,2022,500-999,0
11192,05/21/2021 12:00:00 AM,10/29/2021 12:00:00 AM,Cyberattack,2021-05-21T00:00:00,2021-05-21T00:00:00,"Goldwater Bank, N.A.",Ransomware,762,Finance,,Social Security Number,2022,500-999,0
11192,05/21/2021 12:00:00 AM,10/29/2021 12:00:00 AM,Cyberattack,2021-05-21T00:00:00,2021-05-21T00:00:00,"Goldwater Bank, N.A.",Ransomware,762,Finance,,Financial & Banking Information,2022,500-999,0
11207,03/16/2021 12:00:00 AM,10/21/2021 12:00:00 AM,Unauthorized Access,2021-02-03T00:00:00,2021-03-16T00:00:00,"SCUF Gaming International, LLC",,691,Business,Manufacturing,Name,2022,500-999,1-99
11207,03/16/2021 12:00:00 AM,10/21/2021 12:00:00 AM,Unauthorized Access,2021-02-03T00:00:00,2021-03-16T00:00:00,"SCUF Gaming International, LLC",,691,Business,Manufacturing,Financial & Banking Information,2022,500-999,1-99
11207,03/16/2021 12:00:00 AM,10/21/2021 12:00:00 AM,Unauthorized Access,2021-02-03T00:00:00,2021-03-16T00:00:00,"SCUF Gaming International, LLC",,691,Business,Manufacturing,Email Address and Password/Security Question Answers,2022,500-999,1-99
11218,06/24/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Cyberattack,,,Sea Mar Community Health Centers,Unclear/unknown,628569,Health,,Name,2022,"50,000-999,999",Unknown
11218,06/24/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Cyberattack,,,Sea Mar Community Health Centers,Unclear/unknown,628569,Health,,Social Security Number,2022,"50,000-999,999",Unknown
11218,06/24/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Cyberattack,,,Sea Mar Community Health Centers,Unclear/unknown,628569,Health,,Full Date of Birth,2022,"50,000-999,999",Unknown
11218,06/24/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Cyberattack,,,Sea Mar Community Health Centers,Unclear/unknown,628569,Health,,Health Insurance Policy or ID Number,2022,"50,000-999,999",Unknown
11218,06/24/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Cyberattack,,,Sea Mar Community Health Centers,Unclear/unknown,628569,Health,,Medical Information,2022,"50,000-999,999",Unknown
11218,06/24/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Cyberattack,,,Sea Mar Community Health Centers,Unclear/unknown,628569,Health,,Other,2022,"50,000-999,999",Unknown
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693,Business,Telecommunications,Name,2022,500-999,0
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693,Business,Telecommunications,Social Security Number,2022,500-999,0
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693,Business,Telecommunications,Driver's License or Washington ID Card Number,2022,500-999,0
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693,Business,Telecommunications,Email Address and Password/Security Question Answers,2022,500-999,0
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693,Business,Telecommunications,Financial & Banking Information,2022,500-999,0
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693,Business,Telecommunications,Full Date of Birth,2022,500-999,0
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693,Business,Telecommunications,Passport Number,2022,500-999,0
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693,Business,Telecommunications,Health Insurance Policy or ID Number,2022,500-999,0
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693,Business,Telecommunications,Medical Information,2022,500-999,0
11225,06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,2021-06-03T00:00:00,2021-06-03T00:00:00,"Terrier Media Buyer, Inc. dba Cox Media Group",Ransomware,693,Business,Telecommunications,Username and Password/Security Question Answers,2022,500-999,0
11226,09/01/2021 12:00:00 AM,11/08/2021 12:00:00 AM,Unauthorized Access,,2021-09-12T00:00:00,"Insureon Holdings, LLC",,671,Finance,,Name,2022,500-999,Unknown
11226,09/01/2021 12:00:00 AM,11/08/2021 12:00:00 AM,Unauthorized Access,,2021-09-12T00:00:00,"Insureon Holdings, LLC",,671,Finance,,Social Security Number,2022,500-999,Unknown
11226,09/01/2021 12:00:00 AM,11/08/2021 12:00:00 AM,Unauthorized Access,,2021-09-12T00:00:00,"Insureon Holdings, LLC",,671,Finance,,Full Date of Birth,2022,500-999,Unknown
11232,08/03/2020 12:00:00 AM,11/09/2021 12:00:00 AM,Unauthorized Access,2020-07-31T00:00:00,2020-08-04T00:00:00,Hoffman Construction Company,,3078,Business,Construction,Name,2022,"1,000-9,999",1-99
11232,08/03/2020 12:00:00 AM,11/09/2021 12:00:00 AM,Unauthorized Access,2020-07-31T00:00:00,2020-08-04T00:00:00,Hoffman Construction Company,,3078,Business,Construction,Social Security Number,2022,"1,000-9,999",1-99
11232,08/03/2020 12:00:00 AM,11/09/2021 12:00:00 AM,Unauthorized Access,2020-07-31T00:00:00,2020-08-04T00:00:00,Hoffman Construction Company,,3078,Business,Construction,Financial & Banking Information,2022,"1,000-9,999",1-99
11232,08/03/2020 12:00:00 AM,11/09/2021 12:00:00 AM,Unauthorized Access,2020-07-31T00:00:00,2020-08-04T00:00:00,Hoffman Construction Company,,3078,Business,Construction,Full Date of Birth,2022,"1,000-9,999",1-99
11232,08/03/2020 12:00:00 AM,11/09/2021 12:00:00 AM,Unauthorized Access,2020-07-31T00:00:00,2020-08-04T00:00:00,Hoffman Construction Company,,3078,Business,Construction,Health Insurance Policy or ID Number,2022,"1,000-9,999",1-99
11232,08/03/2020 12:00:00 AM,11/09/2021 12:00:00 AM,Unauthorized Access,2020-07-31T00:00:00,2020-08-04T00:00:00,Hoffman Construction Company,,3078,Business,Construction,Medical Information,2022,"1,000-9,999",1-99
11233,12/24/2020 12:00:00 AM,11/10/2021 12:00:00 AM,Cyberattack,2020-12-24T00:00:00,2021-02-15T00:00:00,Christensen O’Connor Johnson Kindness PLLC,Malware,815,Business,Legal,Name,2022,500-999,1-99
11233,12/24/2020 12:00:00 AM,11/10/2021 12:00:00 AM,Cyberattack,2020-12-24T00:00:00,2021-02-15T00:00:00,Christensen O’Connor Johnson Kindness PLLC,Malware,815,Business,Legal,Social Security Number,2022,500-999,1-99
11233,12/24/2020 12:00:00 AM,11/10/2021 12:00:00 AM,Cyberattack,2020-12-24T00:00:00,2021-02-15T00:00:00,Christensen O’Connor Johnson Kindness PLLC,Malware,815,Business,Legal,Financial & Banking Information,2022,500-999,1-99
11233,12/24/2020 12:00:00 AM,11/10/2021 12:00:00 AM,Cyberattack,2020-12-24T00:00:00,2021-02-15T00:00:00,Christensen O’Connor Johnson Kindness PLLC,Malware,815,Business,Legal,Full Date of Birth,2022,500-999,1-99
11234,06/22/2021 12:00:00 AM,11/11/2021 12:00:00 AM,Unauthorized Access,2021-02-18T00:00:00,2021-06-29T00:00:00,Opportunity Council,,664,Non-Profit/Charity,,Full Date of Birth,2022,500-999,100-199
11234,06/22/2021 12:00:00 AM,11/11/2021 12:00:00 AM,Unauthorized Access,2021-02-18T00:00:00,2021-06-29T00:00:00,Opportunity Council,,664,Non-Profit/Charity,,Health Insurance Policy or ID Number,2022,500-999,100-199
11234,06/22/2021 12:00:00 AM,11/11/2021 12:00:00 AM,Unauthorized Access,2021-02-18T00:00:00,2021-06-29T00:00:00,Opportunity Council,,664,Non-Profit/Charity,,Name,2022,500-999,100-199
11234,06/22/2021 12:00:00 AM,11/11/2021 12:00:00 AM,Unauthorized Access,2021-02-18T00:00:00,2021-06-29T00:00:00,Opportunity Council,,664,Non-Profit/Charity,,Social Security Number,2022,500-999,100-199
11234,06/22/2021 12:00:00 AM,11/11/2021 12:00:00 AM,Unauthorized Access,2021-02-18T00:00:00,2021-06-29T00:00:00,Opportunity Council,,664,Non-Profit/Charity,,Driver's License or Washington ID Card Number,2022,500-999,100-199
11234,06/22/2021 12:00:00 AM,11/11/2021 12:00:00 AM,Unauthorized Access,2021-02-18T00:00:00,2021-06-29T00:00:00,Opportunity Council,,664,Non-Profit/Charity,,Financial & Banking Information,2022,500-999,100-199
11235,11/24/2020 12:00:00 AM,10/20/2021 12:00:00 AM,Cyberattack,,,Abeo Solutions Inc. d/b/a Crystal Practice Management,Ransomware,6141,Health,,Health Insurance Policy or ID Number,2022,"1,000-9,999",Unknown
11235,11/24/2020 12:00:00 AM,10/20/2021 12:00:00 AM,Cyberattack,,,Abeo Solutions Inc. d/b/a Crystal Practice Management,Ransomware,6141,Health,,Medical Information,2022,"1,000-9,999",Unknown
11235,11/24/2020 12:00:00 AM,10/20/2021 12:00:00 AM,Cyberattack,,,Abeo Solutions Inc. d/b/a Crystal Practice Management,Ransomware,6141,Health,,Biometric Data,2022,"1,000-9,999",Unknown
